task_id,time_cost,avg_f1,avg_precision,avg_recall,avg_macro_f1,avg_macro_recall,avg_auc_roc,avg_auc_pr,avg_g_mean,avg_specificity,avg_mcc,cl_mode,is_warmup
1,6.869710683822632,0.036028823058446756,0.018812709030100336,0.42452830188679247,0.4670967087465117,0.6217582123347274,0.6707011661850005,0.01378046215588676,0.5896470444514884,0.8189881227826623,0.056483029986753065,EWC,True
2,6.02543568611145,0.14782531681292652,0.09437375350094881,0.433552091878589,0.53261724849087,0.6463816338808188,0.6529810363613463,0.09321235148167392,0.6031791547644285,0.8592111758830486,0.14533990195790117,EWC,False
3,8.948437452316284,0.20040594686568894,0.12519831808779572,0.6340224584957491,0.5261004688157276,0.6929450621629596,0.7314183851219921,0.14809116696247238,0.6859524811333758,0.7518676658301701,0.19743095592700297,EWC,False
4,8.801921367645264,0.24135893559343008,0.1533865806921248,0.6695884322387022,0.5397516498132255,0.7019520250932968,0.7404449916961069,0.1770124967357713,0.696361325010067,0.7343156179478915,0.22334530966034177,EWC,False
5,9.240181922912598,0.28251140327262075,0.18506689553319872,0.6936794037996198,0.5595736249049673,0.7138764614464577,0.7490863103617873,0.21121922050632036,0.7092974413614759,0.7340735190932955,0.2538144602963349,EWC,False
6,8.684397459030151,0.31681046298578824,0.2155053453612853,0.6991753945076061,0.5707636475186865,0.7108681405567863,0.7486735631507216,0.24446329800692904,0.7069384112285069,0.7225608866059665,0.26555276046090465,EWC,False
7,9.156113862991333,0.32293408044606137,0.21800687907989208,0.711866526511514,0.5675596412729013,0.7086367443402327,0.7451189709262264,0.24846992601486143,0.7043803378257527,0.7054069621689515,0.2656853713768339,EWC,False
8,9.03196406364441,0.31893479365985916,0.21341555636180598,0.7149416152559793,0.563419325110216,0.7069627797141116,0.737364485375581,0.2386633602911242,0.7030855312805149,0.6989839441722436,0.26181076062575764,EWC,False
9,9.549649238586426,0.30071995113620376,0.19934620891564445,0.7159460913889248,0.552546739322325,0.7043203087796894,0.734888839489067,0.22207890795271024,0.7007383689252161,0.6926945261704537,0.2501310849812475,EWC,False
10,9.34112286567688,0.2798529769430854,0.18513744111835412,0.6678111978898428,0.5411531832642693,0.6799420441655573,0.7062095346564734,0.2071651603428554,0.6707950473979754,0.6920728904412713,0.22061141788561106,EWC,False
