task_id,time_cost,avg_f1,avg_precision,avg_recall,avg_macro_f1,avg_macro_recall,avg_auc_roc,avg_auc_pr,avg_g_mean,avg_specificity,avg_mcc,cl_mode,is_warmup
1,5.30718994140625,0.0,0.0,0.0,0.49794523178553596,0.4999614376060466,0.5830557568561026,0.011677735738651818,0.0,0.9999228752120932,-0.0007908525452366389,EWC,True
2,4.989044427871704,0.1258394986026663,0.07556038198819551,0.469840274091589,0.5080129883313435,0.6410106217554581,0.713083476387498,0.07090933449074807,0.608942444279885,0.812180969419327,0.12569075659218648,EWC,False
3,4.9315667152404785,0.21684622347533708,0.14362496915032438,0.5474826145935542,0.5550445534361211,0.6843806763404449,0.75653303043952,0.14222981574465296,0.6627895747033673,0.8212787380873353,0.2056351710235381,EWC,False
4,4.8492112159729,0.2532397480379159,0.17009424648283028,0.57616005937917,0.5657991141102439,0.6892666069470073,0.7516772524997214,0.16699509236941773,0.6727647660314824,0.8023731545148444,0.2246961022826156,EWC,False
5,5.1708598136901855,0.2888115841268191,0.20192998416761174,0.5857476723229609,0.5822170876394909,0.6943663841864994,0.7590679933562494,0.19975102952092466,0.6800101398083023,0.802985096050038,0.2469275687074442,EWC,False
6,4.805065155029297,0.3223822684782976,0.23598332013967646,0.5911224943381777,0.5939320944013388,0.6932926718432532,0.7544650624204716,0.23247089177958988,0.68073525235625,0.7954628493483286,0.26053115538506405,EWC,False
7,5.151766538619995,0.3325653205956307,0.24265310720864536,0.5992719524959867,0.5965014024049814,0.6939712197042779,0.7546140289209152,0.23891746197125374,0.6829528638926673,0.7886704869125687,0.2650420503077064,EWC,False
8,5.065699577331543,0.3241654142566309,0.2341470244543421,0.5934512775223074,0.5898102650985148,0.6872753385576358,0.7475159162924847,0.23000689901972887,0.6768824330251278,0.7810993995929641,0.254332441605691,EWC,False
9,5.400820016860962,0.30506472759203024,0.2177986576161813,0.5951341672495924,0.5780082942075381,0.6836286817666406,0.7408844322696025,0.21346927998399495,0.6742092426266659,0.7721231962836885,0.24138042465797016,EWC,False
10,5.265244722366333,0.2849426108678913,0.20327609628434637,0.5538671960222635,0.568590543511356,0.6649256780006497,0.7142544133530435,0.19955199732088533,0.6452499777858199,0.7759841599790358,0.2167842845121839,EWC,False
