task_id,time_cost,avg_f1,avg_precision,avg_recall,avg_macro_f1,avg_macro_recall,avg_auc_roc,avg_auc_pr,avg_g_mean,avg_specificity,avg_mcc,cl_mode,is_warmup
1,33.458678007125854,0.0,0.0,0.0,0.49759790922018526,0.4992673145148851,0.499074502545118,0.008108935128518973,0.0,0.9985346290297702,-0.00344962236992491,Naive,True
2,32.432791233062744,0.011848341232227487,0.08064516129032258,0.00639386189258312,0.49815592298188094,0.501982245734405,0.5024913456473625,0.029264016138925045,0.056445394649329475,0.9975706295762268,0.014578439188839144,Naive,False
3,32.09942293167114,0.015176914533275384,0.2620967741935484,0.007966278298759117,0.4953120336220161,0.5030741229712098,0.5033805369080723,0.048824986298330354,0.0727562206459849,0.9981819676436604,0.03492605116847943,Naive,False
4,31.616568565368652,0.014650659756165689,0.25907258064516125,0.007652561073062627,0.4904992274565382,0.5028135410434901,0.5030529920946254,0.06515370433075293,0.0750216216241676,0.9979745210139177,0.03213073898652502,Naive,False
5,33.699615240097046,0.012861754623762794,0.257258064516129,0.006699249435650678,0.4858108102578325,0.5023992118106795,0.5032785084950754,0.07919230916300063,0.07075448254916875,0.9980991741857081,0.028395028969376384,Naive,False
6,32.27300214767456,0.012621041257306315,0.3020833333333333,0.0065748962789710895,0.4792710160879466,0.5024131492952651,0.5066471350946482,0.10389574643363675,0.0704654020776655,0.9982514023115591,0.02948595975929116,Naive,False
7,32.118096590042114,0.0156598215170649,0.36646022045181714,0.008117006728110015,0.4796049191908875,0.5032158653880482,0.5085909142185,0.11144976359283458,0.07972614326280837,0.9983147240479864,0.03954657516358474,Naive,False
8,32.248175382614136,0.015198172590265884,0.3521780303030303,0.007865491250650577,0.47978616968559595,0.5031021650944094,0.5080068474182666,0.10970780412606455,0.07917076490313837,0.9983388389381682,0.03815394293222255,Naive,False
9,33.21593189239502,0.016258627640373797,0.3285510140161303,0.008499843404298752,0.48204015110947623,0.5032933001692694,0.5084669030052981,0.1029629247419711,0.08329414472370654,0.99808675693424,0.03727983257518722,Naive,False
10,31.904924869537354,0.014628008000272068,0.2887514681700728,0.007649859063868877,0.4818402705733371,0.5028771096759834,0.5074951346156144,0.10016889804519136,0.07496368395363545,0.998104360288098,0.031909869795863646,Naive,False
