task_id,time_cost,avg_f1,avg_precision,avg_recall,avg_macro_f1,avg_macro_recall,avg_auc_roc,avg_auc_pr,avg_g_mean,avg_specificity,avg_mcc,cl_mode,is_warmup
1,6.821506023406982,0.0,0.0,0.0,0.49782951096769235,0.4997300632423261,0.497686256362795,0.008108935128518973,0.0,0.9994601264846522,-0.0020928795623185,Naive,True
2,5.93753981590271,0.09935054965912596,0.05724380923534051,0.47583602760218113,0.4721863402281633,0.6083196672550792,0.6092840405686096,0.05334830696163878,0.5855624139125404,0.7408033069079772,0.09104720205053198,Naive,False
3,5.796893119812012,0.18295122162924451,0.11616399459675547,0.549075870253306,0.5187006552281086,0.6541749622293653,0.6669145520734322,0.10624108308069151,0.6384512480631543,0.7592740542054247,0.16550794549819756,Naive,False
4,5.720803260803223,0.21451434693548044,0.13739199393008172,0.5790328534729772,0.5246652221250538,0.6568277446213635,0.6780300209159098,0.1284222300982223,0.6450317708077755,0.7346226357697498,0.17801114483415004,Naive,False
5,6.0002593994140625,0.2425027285704612,0.15937166702084804,0.5883345078866069,0.535430429524238,0.6588754071911327,0.6848512159929074,0.15136365345242542,0.6491798840976932,0.7294163064956585,0.19041956072413316,Naive,False
6,5.659165859222412,0.2740351439053075,0.18801238434435463,0.5935611561194276,0.544865410180041,0.6560825856023783,0.6860167980628713,0.17959744575344827,0.6479377052498579,0.7186040150853291,0.19824149565644147,Naive,False
7,5.9689507484436035,0.287263772362568,0.19754744164760796,0.6021550039609364,0.5505960786018981,0.659545147451271,0.6909054554772665,0.1878413893134331,0.6524894909372814,0.7169352909416057,0.2068140067462784,Naive,False
8,5.875178813934326,0.2810284835948549,0.1917476616169589,0.5959739475541384,0.5457139017411545,0.6539672481691484,0.6886407447599662,0.1823149896918772,0.6473991172683362,0.7119605487841584,0.1986238750482438,Naive,False
9,6.2046754360198975,0.26573888467651746,0.17946123255503943,0.5981306884241913,0.5372652458382666,0.6528794029506501,0.6887502329225037,0.17048626180115747,0.6469695350629632,0.7076281174771087,0.1905523446221582,Naive,False
10,6.064990520477295,0.24715669314711172,0.1666313883693029,0.5565640650794025,0.5280176615110026,0.6329812751331942,0.6590515661914096,0.16050195348031138,0.6186521459540414,0.7093984851869859,0.1660098091068034,Naive,False
