task_id,time_cost,avg_f1,avg_precision,avg_recall,avg_macro_f1,avg_macro_recall,avg_auc_roc,avg_auc_pr,avg_g_mean,avg_specificity,avg_mcc,cl_mode,is_warmup
1,1.876769781112671,0.0,0.0,0.0,0.4979259486864342,0.49992287521209317,0.49992287521209317,0.008108935128518973,0.0,0.9998457504241863,-0.0011184771808121976,LwF,True
2,1.6080515384674072,0.14127764127764125,0.08885611671442926,0.43267142788206336,0.5268880210282285,0.6416461548012974,0.6416102793216959,0.06190291528326961,0.5982949397822231,0.8506208817205314,0.13831265751104627,LwF,False
3,1.469421148300171,0.24479437080126673,0.17339797735802906,0.5100408742477941,0.5806801462534181,0.6861931575112289,0.6875373843570579,0.12621391815413233,0.6546918267840817,0.8623454407746637,0.2298276125636486,LwF,False
4,1.4168434143066406,0.28554480358820644,0.20671139169946878,0.5346559353279038,0.596435856813454,0.6937494959578784,0.6947268904536118,0.15239086391494225,0.6680798270486235,0.8528430565878529,0.2545232033266629,LwF,False
5,1.5158331394195557,0.32461006300005313,0.2465818370176267,0.5456179661555409,0.6151477250591422,0.7007505343348198,0.7015344257726049,0.18070693825229212,0.6775277748266563,0.8558831025140986,0.2823325732116914,LwF,False
6,1.4021165370941162,0.3586220809238168,0.28655951943575403,0.5511728665331262,0.6281808080588517,0.7018827419115857,0.7025359847764067,0.2123631587032655,0.6805663814919919,0.852592617290045,0.30037236512934334,LwF,False
7,1.4906914234161377,0.36774472938541997,0.2919935845142335,0.5588458088596925,0.6303535029868372,0.702470458463441,0.7030191553703272,0.21757575342627417,0.6831595393701727,0.8460951080671896,0.3037484328208172,LwF,False
8,1.4744858741760254,0.35764620342963377,0.2803165965155998,0.553626834888983,0.6228807773212729,0.6959132025091143,0.6963892441013819,0.2088864784347817,0.6772992626258937,0.8381995701292456,0.2912413404064175,LwF,False
9,1.551079273223877,0.3365825029473146,0.2601447890399144,0.5547070106001618,0.6103894412511828,0.6920357005094676,0.6924573116272423,0.19404810618521254,0.6746838486802625,0.8293643904187735,0.27585428020128977,LwF,False
10,1.4939978122711182,0.3172774160142451,0.24606123635256344,0.5172457882131314,0.602073577873968,0.6764416014741828,0.6768210514801801,0.182947481526436,0.6472980775965256,0.8356374147352342,0.2542699534506476,LwF,False
